phylum,class,order,family,genus
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudenterobacter
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,JBBKXR01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,CASGDD01
Myxococcota,Polyangia,Polyangiales,Polyangiaceae,JAHFDV01
Patescibacteriota,JACMRA01,JACMRA01,JACMRA01,JAAUSE01
Eisenbacteria,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,JANLWK01
Actinomycetota,UBA4738,UBA4738,HRBIN12,DASQQQ01
Spirochaetota,Spirochaetia,Treponematales,UBA12059,JAPLSN01
Verrucomicrobiota,Verrucomicrobiia,Methylacidiphilales,JBCBYL01,JBCDJI01
Bacteroidota,Bacteroidia,Cytophagales,Thermonemataceae,DAIQNQ01
Patescibacteriota,Patescibacteriia,SG8-24,SG8-24,SG8-24
Bacteroidota,Bacteroidia,Flavobacteriales,Sanyastnellaceae,CAMCYM01
Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,UBA2268,G963665665
Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,DATFQI01
Myxococcota_A,UBA9160,UBA9160,UBA9160,MYXO
Patescibacteriota,Minisyncoccia,SW-4-49-11,SW-4-49-11,PXDG01
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,DATHKG01
Patescibacteriota,Minisyncoccia,UBA9973,UBA9973,MFUC01
Patescibacteriota,Patescibacteriia,Patescibacteriales,UBA12075,JAGLNE01
Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JADGNR01
Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,JAUZQZ01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Poseidonocella
Pseudomonadota,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,28-57-27
Myxococcota_A,UBA9160,UBA9160,UBA6930,JAHRAN01
Planctomycetota,DG-23,SLPQ01,SLPQ01,JAGHCE01
Bacillota,Peptococcia,DRI-13,DTU073,JAQUGH01
Acidobacteriota,UBA890,UBA890,WLXD01,DASCOT01
Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,CAMCSH01
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCJ01
Bacillota,Clostridia,Christensenellales,UBA1242,WQSK01
Bacillota,Clostridia,Tissierellales,Gottschalkiaceae,Gottschalkia
Myxococcota_A,UBA9160,UBA9160,SMWR01,CAXMOC01
Muiribacteriota,UBA6191,UBA6191,UBA6191,JAYZAC01
Planctomycetota,UBA1135,UBA1135,GCA-002686595,JAJFFA01
Bacteroidota_A,Rhodothermia,Balneolales,Balneolaceae,SLOU01
Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,DATAPK01
Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Alpinimonas
Zhuqueibacterota,Zhuqueibacteria,Zhuqueibacterales,Geothermadaptataceae,JACKDE01
Bacillota,Clostridia,Christensenellales,CAG-138,JAQUTY01
Pseudomonadota,Alphaproteobacteria,16-39-46,16-39-46,M30B67
Patescibacteriota,Patescibacteriia,UBA9934,GWF2-40-263,JABMNZ01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,JAUNTE01
SAR324,SAR324,JACQKK01,JACQKK01,JACQKK01
Chloroflexota,Anaerolineae,4572-78,J111,DYPW01
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JBCCUO01
Actinomycetota,Thermoleophilia,RBG-16-64-13,RBG-16-64-13,JAMDDA01
Patescibacteriota,Microgenomatia,Woykebacterales,JBBROZ01,JBBROZ01
Patescibacteriota,Saccharimonadia,UBA4664,UBA4664,JBBRTP01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Palsa-688,JAJZYO01
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,JAAYAO01
Spirochaetota,Spirochaetia,Treponematales,UBA12059,MIBM01
Pseudomonadota,Alphaproteobacteria,Kiloniellales,JAKSDN01,CALJXB01
Cyanobacteriota,Vampirovibrionia,Vampirovibrionales,Vampirovibrionaceae,JAJCZA01
Patescibacteriota,Minisyncoccia,UBA9973,UBA2100,JACQKA01
Desulfobacterota,UBA8473,UBA8473,UBA8473,JAXHSZ01
Chloroflexota,Limnocylindria,P2-11E,P2-11E,SHYN01
Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,BQWY01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,JASLLZ01,JASLLZ01
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Isobaculum
Pseudomonadota,Gammaproteobacteria,Competibacterales,JAHEDQ01,JBFGYN01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubrimonas
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,JAJPJF01
Desulfobacterota_B,Binatia,UBA1149,JAJCZL01,JANQEO01
Bacteroidota,Bacteroidia,CAIKAF01,CAIKAF01,JAKRSD01
Patescibacteriota,Patescibacteriia,Buchananbacterales,UBA6539,JBAYJS01
Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Glaciihabitans
Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,JAQVCR01
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,FACHB-T130,FACHB-831
SAR324,SAR324,XYD2-FULL-50-16,XYD2-FULL-50-16,XYD2-FULL-50-16
JACPUC01,JACPUC01,JACPUC01,JACPUC01,JACPUC01
Bacillota,Clostridia,Acetivibrionales,DSM-2933,JAEYGM01
UBP14,UBA6098,B30-G16,B30-G16,JAUWMV01
Patescibacteriota,Minisyncoccia,UBA9973,UBA1006,01-FULL-36-10b
Verrucomicrobiota,Kiritimatiellia,CAIVKH01,CAIVKH01,JANWZO01
Pseudomonadota,Gammaproteobacteria,UBA1113,UBA1113,GCA-2709565
Patescibacteriota,Minisyncoccia,2-02-FULL-40-12,IGHO2-12-FULL-4,JACPNK01
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,SIBE01,SIBE01
Patescibacteriota,Minisyncoccia,UBA6257,GWB1-50-10,CAINEW01
Bacteroidota_A,UBA10030,UBA10030,UBA10030,Fen-1254
Actinomycetota,Actinomycetes,Actinomycetales,BWSM-131,BWSM-131
Patescibacteriota,Microgenomatia,Daviesbacterales,UBA10151,JAUSHL01
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,OFTM382
Bacillota,Bacilli,RF39,UBA660,JBBAEV01
Patescibacteriota,Minisyncoccia,Moranbacterales,DUUL01,DAOUPS01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Microtrichaceae,JADLFH01
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Lipingzhangella_A
Bdellovibrionota_B,UBA2361,SZUA-149,DAOLCO01,JAIYCX01
Bacillota,JAJYWN01,JAJYWN01,JAJZPE01,JAJZPE01
Pseudomonadota,Gammaproteobacteria,UBA9214,UBA9214,JARFQV01
Bacillota,Clostridia,Christensenellales,Borkfalkiaceae,SIG381
Pseudomonadota,Alphaproteobacteria,Rickettsiales,DAHXLG01,DAHXLG01
Planctomycetota,UBA1135,UBA1135,GCA-002686595,JAKVCE01
Chloroflexota,Anaerolineae,B4-G1,B4-G1,JAUVSX01
Chloroflexota,Anaerolineae,Aggregatilineales,UBA3940,DAOTYF01
Vulcanimicrobiota,Vulcanimicrobiia,Vulcanimicrobiales,Vulcanimicrobiaceae,CAIKPM01
Chloroflexota,Anaerolineae,B4-G1,DUEL01,DAOTYX01
Actinomycetota,Actinomycetes,Mycobacteriales,BP-191,DATLNF01
Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Scopulibacillus
Chloroflexota,Dehalococcoidia,SpSt-223,SpSt-223,JANWZD01
Desulfobacterota_C,Deferrisomatia,Deferrisomatales,BM512,BM512
Bacteroidota_A,Rhodothermia,Balneolales,Cyclonatronaceae,SLDG01
Armatimonadota,JAAZEB01,JAAZEB01,JAAZEB01,JAAZEB01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Pseudochelatococcus
Patescibacteriota,Minisyncoccia,JACPXH01,JACPXH01,JACPXH01
Acidobacteriota,Vicinamibacteria,Vicinamibacterales,2-12-FULL-66-21,DASUKM01
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rehaibacterium
Pseudomonadota,Alphaproteobacteria,UBA6615,UBA6615,SZUA-147
Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,JAGOJI01
Patescibacteriota,Minisyncoccia,JAHIHE01,JAGLIN01,JAGLIN01
Planctomycetota,Phycisphaerae,SM23-33,SM23-33,DAONFI01
Planctomycetota,Phycisphaerae,SM23-33,FEN-1343,FEN-1343
Pseudomonadota,Gammaproteobacteria,UBA12402,UBA12402,2-12-FULL-35-23
Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Halolactibacillus
Patescibacteriota,Minisyncoccia,H02-45-28,H02-45-28,JBBTTU01
Pseudomonadota,Alphaproteobacteria,CAKMZR01,CAKMZR01,CAKMZR01
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JAEZAS01
Myxococcota,Polyangia,HGW-17,SLPX01,SLPX01
Pseudomonadota,Gammaproteobacteria,Comchoanobacterales,DASCQC01,DASCQC01
Synergistota,Synergistia,Synergistales,Aminobacteriaceae,JAIRYN01
Chloroflexota,Dehalococcoidia,GIF9,UBA5629,JACNFS01
Desulfobacterota,Desulfobacteria,Desulfobacterales,JACKCP01,JACKCP01
JAKLEM01,Ancaeobacteria,Ancaeobacterales,Ancaeobacteraceae,Ancaeobacter
Patescibacteriota,Microgenomatia,Daviesbacterales,UBA10151,JAJYNN01
Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,JAFADY01
Myxococcota,Polyangia,GCA-2747355,JAKLHH01,DYIX01
Pseudomonadota,Alphaproteobacteria,Kiloniellales,Rhodovibrionaceae,CAJXKW01
Bacteroidota,Bacteroidia,NS11-12g,UBA955,JALRLA01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,DATGKK01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,IMCC2047,CAMYIF01
Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,CAUUJV01
Cyanobacteriota,Vampirovibrionia,LMEP-6097,LMEP-6097,LMEP-6097
Hydrogenedentota,Hydrogenedentia,Hydrogenedentales,GCA-2746185,GCA-2746185
Patescibacteriota,Patescibacteriia,UBA9934,UBA9934,JAUYIW01
Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACCXP01
Patescibacteriota,Minisyncoccia,UBA9973,UBA9973,CALRFE01
Patescibacteriota,Patescibacteriia,Magasanikbacterales,UBA922,UBA11699
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,2-02-FULL-45-22_A
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Tepidamorphaceae,Tepidamorphus
Cyanobacteriota,Vampirovibrionia,Vampirovibrionales,JAJTHC01,JAYKHY01
Patescibacteriota,Minisyncoccia,UBA9973,UBA2100,JAYPJF01
Actinomycetota,Coriobacteriia,Anaerosomatales,SLCP01,DASSAH01
Elusimicrobiota,Elusimicrobia,JACQPE01,JACQPE01,JBBTGF01
Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,JAUNUQ01
Bacteroidota,Bacteroidia,Bacteroidales,CG2-30-32-10,DAOQAK01
Chloroflexota,Anaerolineae,UBA1429,UBA1429,JAAYED01
Patescibacteriota,Minisyncoccia,UBA9973,XYD1-FULL-46-19,JBBUAE01
Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,WHTT01
Desulfobacterota,Desulfobacteria,Desulfobacterales,SURF-7,JAUXDD01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,UBA1997,JAIRSX01
Fusobacteriota,Fusobacteriia,Fusobacteriales,Haliovirgaceae,Haliovirga
Actinomycetota,Actinomycetes,Actinomycetales,Beutenbergiaceae,HY158
Pseudomonadota,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,CALCYJ01
Patescibacteriota,JAEDAM01,BD1-5,UBA2023,STC-74
Cyanobacteriota,Vampirovibrionia,Vampirovibrionales,JAGQHJ01,JAGQHJ01
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Alteriqipengyuania_A
Myxococcota,Polyangia,Polyangiales,Polyangiaceae,JAHBVY01
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus_C
Pseudomonadota,Gammaproteobacteria,Thiohalomonadales,Thiohalomonadaceae,JAOTST01
Bacillota,TC1,TC1,UBA5767,SKMO01
SAR324,SAR324,JACQKK01,JACQKK01,JACZSY01
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,JBBARC01
Verrucomicrobiota,Kiritimatiellia,RFP12,JAAYLN01,RGIG3612
Chloroflexota,Dehalococcoidia,Dehalococcoidales,BS750m-G39,JABMRW01
UBA10199,UBA10199,GCA-002796325,1-14-0-20-47-16,1-14-0-20-47-16
Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,QS-8-64-10
Patescibacteriota,Microgenomatia,Levybacterales,UBA12049,DASQJJ01
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Alienimonas
Bacteroidota,Bacteroidia,Bacteroidales,DTGW01,JAKPGM01
Spirochaetota,UBA4802,UBA4802,UBA5550,JAJRXZ01
Bacteroidota,Bacteroidia,Bacteroidales,JAKIYJ01,JAKIYJ01
Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,JAFGEL01
Omnitrophota,Koll11,JAGLLT01,JAGLLT01,Kappaea
Patescibacteriota,Minisyncoccia,JACPKW01,UBA11713,JACOXM01
Pseudomonadota,Alphaproteobacteria,Kiloniellales,J153,JAJFGN01
Zixibacteria,MSB-5A5,JAABVY01,JAHJOQ01,JAHJOQ01
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,JABDLI01
Vulcanimicrobiota,Xenobia,RGZZ01,DASYBA01,DASYBA01
Calditrichota,Calditrichia,RBG-13-44-9,RBG-13-44-9,JARRQT01
Patescibacteriota,Patescibacteriia,Buchananbacterales,UBA6539,02-FULL-45-11b
Zhuqueibacterota,Zhuqueibacteria,Oceanimicrobiales,DASWHH01,DASWHH01
Desulfobacterota,BSN033,BSN033,UBA1163,JBBIRM01
Myxococcota,Polyangia,Nannocystales,Nannocystaceae,CALBMM01
Patescibacteriota,Minisyncoccia,JACROR01,JACROR01,JACROR01
Cloacimonadota,Cloacimonadia,JGIOTU-2,TCS60,JAYEKN01
Bacillota,Bacilli,JACDOE01,JACDOE01,JACDOE01
Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Kovacikia
Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,JBAYFD01
Spirochaetota,Spirochaetia,SZUA-6,RPPD01,RPPD01
Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01
Zhuqueibacterota,Zhuqueibacteria,Thermofontimicrobiales,Thiofontviventaceae,Mariaggregatimicrobium
Desulfobacterota,Desulfobacteria,Desulfobacterales,4572-123,4572-123
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,CAXRGH01
Pseudomonadota,Gammaproteobacteria,J048,J048,JALWSQ01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,DAITBA01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Xaviernesmea
Patescibacteriota,Microgenomatia,Levybacterales,UBA12049,JAHFKE01
Patescibacteriota,Saccharimonadia,Saccharimonadales,Nanoperiomorbaceae,JAISDN01
Patescibacteriota,Dojkabacteria,JAKAPS01,JAKAPS01,JAKAPS01
Acidobacteriota,Terriglobia,Terriglobales,JAJPJE01,DATMXP01
Chloroflexota,Anaerolineae,Anaerolineales,UBA6668,UBA6668
Pseudomonadota,Alphaproteobacteria,Kiloniellales,CECT-8803,JARRJC01
Actinomycetota,Acidimicrobiia,ATN3,ATN3,ATN3
Pseudomonadota,Gammaproteobacteria,Francisellales,CACEW01,CAIQBE01
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,JAIBBI01
Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter
Omnitrophota,Omnitrophia,Omnitrophales,JACQLI01,JACPCP01
Acidobacteriota,UBA6911,UBA6911,UBA6911,JAFNAG01
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JAGFJK01
Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,JAJPJC01
Desulfobacterota_B,Binatia,Bin18,Bin18,JACQEL01
Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,CANLOE01
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,DVEG01
Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,Dissulfurirhabdaceae,Dissulfurirhabdus
Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,JACQWV01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA8139,Rhabdothermincola
Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,JBBRJW01
Myxococcota,UBA796,UBA796,UBA2385,JBEIVK01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,UBA998,JAKFYP01
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JAWKTV01
Patescibacteriota,Dojkabacteria,JAFGLO01,JAFGLO01,DAOOWV01
Acidobacteriota,Polarisedimenticolia,JAPUIV01,JAPUIV01,JAPUIV01
Patescibacteriota,Patescibacteriia,Magasanikbacterales,UBA922,JAGOTR01
Chloroflexota,Dormibacteria,Aeolococcales,Aeolococcaceae,JACWAJ01
Patescibacteriota,UBA1384,XYA2-FULL-43-10,CAINNR01,JBAZJN01
Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Enterobacteriaceae_A,Ecksteinia
Bacillota,Clostridia,Caldicoprobacterales,UBA3941,JAAYGY01
Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,JAKOVF01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,RGIG4034
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mobilisporobacter
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,JAYXXU01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Corticimicrobacter
Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Terrihalobacillus
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,JAEELB01
Cyanobacteriota,Cyanobacteriia,PCC-9006,Prochlorotrichaceae,JBEAPM01
Zixibacteria,MSB-5A5,GN15,FEB-12,DAOSXA01
Actinomycetota,AC-67,AC-67,AC-67,JACQXY01
WOR-3,UBA3073,JACQXS01,JAGMCI01,JAGMCI01
Eisenbacteria,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,WS-3
Myxococcota,Polyangia,Palsa-1104,JAEUJZ01,JAEUJZ01
Acidobacteriota,Terriglobia,Acidiferrales,DATBWB01,DATBWB01
Bacillota,Bacilli,RFN20,UBA1709,JBAYCP01
Omnitrophota,Koll11,Tantalellales,Tantalellaceae,JAYEOV01
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Poriferisphaera
Patescibacteriota,Minisyncoccia,UBA9973,JAKAEA01,JAZKCY01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA8190,DATGKD01
Actinomycetota,Coriobacteriia,Coriobacteriales,QAMH01,CAVDAL01
Patescibacteriota,Microgenomatia,UM-FILTER-40-11,UM-FILTER-40-11,JAMCYY01
Bacillota,Clostridia,Lachnospirales,JAKSVV01,JAKSVV01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,JAPHRK01,JAPHRK01
Bdellovibrionota_G,JANQFH01,JANQFH01,JANQFH01,JANQFH01
Patescibacteriota,Minisyncoccia,Minisyncoccales,MHMH01,2-02-FULL-43-13
Hydrogenedentota,Hydrogenedentia,Hydrogenedentales,JAEUWI01,CALAXS01
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,CALQIT02
Nitrospirota,Nitrospiria,SBBL01,SBBT01,SBBT01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,IH3
Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,GCA-2794595
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,JAKSSM01
Acidobacteriota,Terriglobia,Terriglobales,SbA1,QIAB01
Synergistota,Synergistia,Synergistales,Synergistaceae,JAVVPF01
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,JAEWUC01
Spirochaetota,GWE2-31-10,GWE2-31-10,GWE2-31-10,JAKSBL01
Patescibacteriota,Minisyncoccia,Minisyncoccales,JANBVM01,Nealson33H
Desulfobacterota,Desulfomonilia,UBA1062,UBA1062,JAFGIF01
Chloroflexota,Anaerolineae,Epilineales,Epilineaceae,JAJCYU01
Desulfobacterota,BSN033,BSN033,UBA1163,JBBIOI01
Actinomycetota,Coriobacteriia,Anaerosomatales,JAUXNU01,JAUXNU01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,CAMEJP01
Acidobacteriota,UBA6911,RPQK01,RPQK01,RPQK01
Chloroflexota,Anaerolineae,B4-G1,SLSP01,JALXBP01
Bacillota,JADQBR01,JADQBR01,JADQBR01,JADQBR01
Elusimicrobiota,Endomicrobiia,Endomicrobiales,Endomicrobiaceae,Ruminimicrobium
Patescibacteriota,Saccharimonadia,Saccharimonadales,UBA4665,JAICLK01
Bacteroidota_A,Rhodothermia,Balneolales,Natronogracilivirgulaceae,JBBDQZ01
Actinomycetota,Actinomycetes,Prado026,Prado026,DATCDE01
Planctomycetota,UBA1135,UBA1135,UBA1135,SHNF01
Bacteroidota_A,Rhodothermia,Rhodothermales,UBA10348,JAHEEH01
Pseudomonadota,Gammaproteobacteria,JADZEE01,JADZEE01,JADZEE01
Bacillota,Clostridia,Eubacteriales,Anaerofustaceae,SVCP01
Patescibacteriota,Minisyncoccia,UBA9973,UBA2100,DASSSZ01
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,CALBPE01
Pseudomonadota,Alphaproteobacteria,JAPOUT01,G958296285,G958296285
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAUASW01
Pseudomonadota,Gammaproteobacteria,JAADHS01,JAADHS01,JAADHS01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JBDSBD01
Bacillota,Clostridia,Lachnospirales,CAG-274,UBA3680
Patescibacteriota,Dojkabacteria,J137,J137,JAGQLF01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,Cucumibacter
Desulfobacterota_C,Deferrisomatia,Deferrisomatales,Deferrisomataceae,JAJRUI01
Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,TMP-7
Myxococcota,WYAZ01,WYAZ01,WYAZ01,JADJBV01
Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,JBEBXQ01
Bacillota,Clostridia,Christensenellales,CAG-138,G963666935
Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Balneicella
Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JACKCB01
Chloroflexota,Anaerolineae,UBA7937,B3-Chlor,JBFFDV01
Patescibacteriota,Minisyncoccia,UBA9973,21-14-all-47-15,21-14-all-47-15
Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,JAHEBN01
Cyanobacteriota,Sericytochromatia,S15B-MN24,UBA4093,JAYKJE01
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JASGTU01
Bacillota,Clostridia,Lachnospirales,WRAX01,WRBJ01
Planctomycetota,Planctomycetia,Pirellulales,PALSA-1355,DATJTR01
Bacillota,Bacilli,RF39,UBA660,CAJOJR01
Patescibacteriota,Microgenomatia,Levybacterales,UBA12049,DATLDE01
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,DAICZL01
Bacillota,Symbiobacteriia,Symbiobacteriales,Symbiobacteriaceae,DATGYC01
Actinomycetota,Acidimicrobiia,UBA5794,JAOTWH01,JBFIQU01
Bacillota,Clostridia,Lachnospirales,Cellulosilyticaceae,JAEYPM01
Bacillota,Clostridia,DUPQ01,DUPQ01,JAFGUQ01
Acidobacteriota,Aminicenantia,Aminicenantales,UBA4085,UBA4085
Bacillota,Dethiobacteria,DTU022,DTU022,SLPH01
Chloroflexota,Dormibacteria,Aeolococcales,Aeolococcaceae,JAFALX01
Myxococcota_A,UBA9160,UBA9160,UBA9160,UBA9160
Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces_H
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,JBBQHX01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,DATBLQ01
Actinomycetota,Coriobacteriia,Anaerosomatales,JAAXUF01,JARLGT01
Pseudomonadota,Gammaproteobacteria,UBA1113,UBA1113,JABEVJ01
GCA-2686955,GCA-2686955,GCA-2686955,GCA-2686955,JALXCG01
Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,Kapaibacteriaceae,JAWXBR01
Patescibacteriota,WWE3,UBA101185,2-01-FULL-41-18,2-01-FULL-41-18
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Geitlerinemataceae_A,PCC-9228
Patescibacteriota,Saccharimonadia,Saccharimonadales,UBA4665,DATJNI01
Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Segeticoccus
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,JARROD01
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,JALCLA01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-39,JADLDQ01
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Microcosmobacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAPOXR01
Chloroflexota,Anaerolineae,Anaerolineales,UBA6668,JAHDIM01
Electryoneota,RPQS01,RPQS01,RPQS01,JAHIZR01
Actinomycetota,Acidimicrobiia,IMCC26256,DASPTH01,DASUAS01
Acidobacteriota,Terriglobia,Terriglobales,QIAW01,QIAW01
Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,DASZQE01
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,JAHDYP01,JAHDYP01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,DASZOG01
Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,JBGSLA01
Verrucomicrobiota,Verrucomicrobiia,JABWAM01,JABWAM01,JACQHZ01
Patescibacteriota,Saccharimonadia,Saccharimonadales,DATHGB01,DATHGB01
Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,CAMQUX01
Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,JANXSG01
Verrucomicrobiota,Verrucomicrobiia,Opitutales,JAFGAQ01,JANQOQ01
Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,JAEWQP01
Actinomycetota,UBA4738,UBA4738,CALAEC01,DASWKG01
Bacillota,Clostridia,Christensenellales,Aristaeellaceae,JAUNBY01
